date,ticker,close_price
2023-01-05,TICK15,250.91
2023-01-05,TICK16,489.29
2023-01-05,TICK17,330.9
2023-01-05,TICK18,465.98
2023-01-05,TICK19,212.14
2023-01-05,TICK20,41.84
2023-01-05,TICK21,201.32
2023-01-05,TICK22,252.65
2023-01-05,TICK23,234.18
2023-01-05,TICK24,68.89
2023-01-05,TICK25,39.66
2023-01-05,TICK26,289.65
2023-01-05,TICK27,452.66
2023-01-05,TICK28,353.98
2023-01-05,TICK29,429.06
2023-01-05,TICK30,364.94
2023-01-05,TICK31,481.96
2023-01-05,TICK32,449.43
2023-01-05,TICK33,517.36
2023-01-05,TICK34,249.58
2023-01-05,TICK35,290.6
2023-01-05,TICK36,126.23
2023-01-05,TICK37,256.89
2023-01-05,TICK38,335.27
2023-01-05,TICK39,121.16
2023-01-05,TICK40,497.84
2023-01-05,TICK41,128.44
2023-01-05,TICK42,230.76
2023-01-05,TICK43,464.2
2023-01-05,TICK44,438.91
2023-01-05,TICK45,477.96
2023-01-05,TICK46,89.98
2023-01-05,TICK47,84.01
2023-01-05,TICK48,444.96
2023-01-05,TICK49,263.37
2023-01-05,TICK50,189.74
2023-01-06,TICK01,201.92
2023-01-06,TICK02,214.13
2023-01-06,TICK03,162.75
2023-01-06,TICK04,384.17
2023-01-06,TICK05,212.5
2023-01-06,TICK06,123.71
2023-01-06,TICK07,264.5
2023-01-06,TICK08,308.32
2023-01-06,TICK09,488.75
2023-01-06,TICK10,492.21
2023-01-06,TICK11,372.95
2023-01-06,TICK13,119.77
2023-01-06,TICK14,299.03
2023-01-06,TICK15,255.09
2023-01-06,TICK16,485.04
2023-01-06,TICK17,323.49
2023-01-06,TICK18,457.49
2023-01-06,TICK19,218.95
2023-01-06,TICK20,42.31
2023-01-06,TICK21,202.74
2023-01-06,TICK22,252.73
2023-01-06,TICK23,229.18
2023-01-06,TICK24,67.67
2023-01-06,TICK25,39.41
2023-01-06,TICK26,280.45
2023-01-06,TICK27,467.6
2023-01-06,TICK28,344.39
2023-01-06,TICK29,435.18
2023-01-06,TICK30,366.11
2023-01-06,TICK31,479.48
2023-01-06,TICK32,445.07
2023-01-06,TICK33,516.4
2023-01-06,TICK34,253.09
2023-01-06,TICK35,284.39
2023-01-06,TICK36,123.03
2023-01-06,TICK37,258.26
2023-01-06,TICK38,323.98
2023-01-06,TICK39,122.02
2023-01-06,TICK40,500.9
2023-01-06,TICK41,126.06
2023-01-06,TICK42,235.13
2023-01-06,TICK43,460.36
2023-01-06,TICK44,435.22
2023-01-06,TICK45,488.76
2023-01-06,TICK46,91.72
2023-01-06,TICK47,86.06
2023-01-06,TICK48,442.32
2023-01-06,TICK49,262.59
2023-01-06,TICK50,191.18
2023-01-09,TICK01,199.63
2023-01-09,TICK02,210.33
2023-01-09,TICK03,162.35
2023-01-09,TICK04,382.22
2023-01-09,TICK05,215.92
2023-01-09,TICK06,123.59
2023-01-09,TICK07,264.32
2023-01-09,TICK08,313.59
2023-01-09,TICK09,488.84
2023-01-09,TICK10,502.81
2023-01-09,TICK11,370.52
2023-01-09,TICK13,118.16
2023-01-09,TICK14,305.68
2023-01-09,TICK15,257.19
2023-01-09,TICK16,495.49
2023-01-09,TICK17,326.88
2023-01-09,TICK18,473.8
2023-01-09,TICK19,220.26
2023-01-09,TICK20,42.82
2023-01-09,TICK21,200.7
2023-01-09,TICK22,243.02
2023-01-09,TICK23,220.43
2023-01-09,TICK24,67.37
2023-01-09,TICK25,39.12
2023-01-09,TICK26,282.74
2023-01-09,TICK27,476.17
2023-01-09,TICK28,346.69
2023-01-09,TICK29,432.66
2023-01-09,TICK30,369.97
2023-01-09,TICK31,473.24
2023-01-09,TICK32,451.53
2023-01-09,TICK33,512.45
2023-01-09,TICK34,250.37
2023-01-09,TICK35,282.92
2023-01-09,TICK36,125.06
2023-01-09,TICK37,249.19
2023-01-09,TICK38,
2023-01-09,TICK39,124.24
2023-01-09,TICK40,492.69
2023-01-09,TICK41,124.82
2023-01-09,TICK42,237.4
2023-01-09,TICK43,468.86
2023-01-09,TICK44,447.61
2023-01-09,TICK45,492.83
2023-01-09,TICK46,91.61
2023-01-09,TICK47,85.37
2023-01-09,TICK48,439.7
2023-01-09,TICK49,261.71
2023-01-09,TICK50,188.77
2023-01-10,TICK01,197.59
2023-01-10,TICK02,213.07
2023-01-10,TICK03,158.42
2023-01-10,TICK04,391.46
2023-01-10,TICK05,217.45
2023-01-10,TICK06,122.26
2023-01-10,TICK07,263.55
2023-01-10,TICK08,315.25
2023-01-10,TICK09,496.65
2023-01-10,TICK10,503.28
2023-01-10,TICK11,372.35
2023-01-10,TICK13,120.14
2023-01-10,TICK14,305.96
2023-01-10,TICK15,258.14
2023-01-10,TICK16,476.55
2023-01-10,TICK17,322.95
2023-01-10,TICK18,471.06
2023-01-10,TICK19,220.3
2023-01-10,TICK20,42.95
2023-01-10,TICK21,198.6
2023-01-10,TICK22,237.15
2023-01-10,TICK23,223.7
2023-01-10,TICK24,67.48
2023-01-10,TICK25,39.3
2023-01-10,TICK26,285.99
2023-01-10,TICK27,475.64
2023-01-10,TICK28,353.92
2023-01-10,TICK29,438.71
2023-01-10,TICK30,372.78
2023-01-10,TICK31,469.11
2023-01-10,TICK32,441.09
2023-01-10,TICK33,526.71
2023-01-10,TICK34,254.09
2023-01-10,TICK35,278.68
2023-01-10,TICK36,123.68
2023-01-10,TICK37,256.53
2023-01-10,TICK38,311.18
2023-01-10,TICK39,126.26
2023-01-10,TICK40,486.14
2023-01-10,TICK41,128.76
2023-01-10,TICK42,238.17
2023-01-10,TICK43,464.89
2023-01-10,TICK44,451.84
2023-01-10,TICK45,496.05
2023-01-10,TICK46,92.6
2023-01-10,TICK47,84.13
2023-01-10,TICK48,449.58
2023-01-10,TICK49,262.22
2023-01-10,TICK50,185.36
2023-01-11,TICK01,195.4
2023-01-11,TICK02,206.06
2023-01-11,TICK03,157.81
2023-01-11,TICK04,388.94
2023-01-11,TICK05,220.0
2023-01-11,TICK06,119.11
2023-01-11,TICK07,265.37
2023-01-11,TICK08,320.45
2023-01-11,TICK09,494.93
2023-01-11,TICK10,511.54
2023-01-11,TICK11,378.32
2023-01-11,TICK13,117.89
2023-01-11,TICK14,304.47
2023-01-11,TICK15,253.85
2023-01-11,TICK16,462.57
2023-01-11,TICK17,333.49
2023-01-11,TICK18,489.99
2023-01-11,TICK19,218.61
2023-01-11,TICK20,43.79
2023-01-11,TICK21,194.75
2023-01-11,TICK22,235.85
2023-01-11,TICK23,226.36
2023-01-11,TICK24,67.22
2023-01-11,TICK25,40.44
2023-01-11,TICK26,278.32
2023-01-11,TICK27,474.37
2023-01-11,TICK28,346.24
2023-01-11,TICK29,442.83
2023-01-11,TICK30,371.99
2023-01-11,TICK31,467.84
2023-01-11,TICK32,460.11
2023-01-11,TICK33,530.06
2023-01-11,TICK34,258.68
2023-01-11,TICK35,280.94
2023-01-11,TICK36,126.43
2023-01-11,TICK37,263.42
2023-01-11,TICK38,317.57
2023-01-11,TICK39,125.63
2023-01-11,TICK40,488.34
2023-01-11,TICK41,128.39
2023-01-11,TICK42,243.56
2023-01-11,TICK43,458.36
2023-01-11,TICK44,445.21
2023-01-11,TICK45,507.76
2023-01-11,TICK46,93.77
2023-01-11,TICK47,86.87
2023-01-11,TICK48,449.23
2023-01-11,TICK49,268.16
2023-01-11,TICK50,184.34
2023-01-12,TICK01,191.84
2023-01-12,TICK02,205.85
2023-01-12,TICK03,155.17
2023-01-12,TICK04,392.28
2023-01-12,TICK05,224.33
2023-01-12,TICK06,120.3
2023-01-12,TICK07,273.15
2023-01-12,TICK08,318.01
2023-01-12,TICK09,506.89
2023-01-12,TICK10,512.47
2023-01-12,TICK11,374.2
2023-01-12,TICK13,119.56
2023-01-12,TICK14,310.56
2023-01-12,TICK15,257.01
2023-01-12,TICK16,468.85
2023-01-12,TICK17,328.45
2023-01-12,TICK18,487.3
2023-01-12,TICK19,212.62
2023-01-12,TICK20,41.67
2023-01-12,TICK21,182.21
2023-01-12,TICK22,230.57
2023-01-12,TICK23,228.54
2023-01-12,TICK24,69.3
2023-01-12,TICK25,40.21
2023-01-12,TICK26,277.06
2023-01-12,TICK27,479.07
2023-01-12,TICK28,344.75
2023-01-12,TICK29,449.11
2023-01-12,TICK30,365.7
2023-01-12,TICK31,466.24
2023-01-12,TICK32,460.38
2023-01-12,TICK33,535.95
2023-01-12,TICK34,257.93
2023-01-12,TICK35,283.82
2023-01-12,TICK36,127.31
2023-01-12,TICK37,257.02
2023-01-12,TICK38,322.4
2023-01-12,TICK39,123.63
2023-01-12,TICK40,493.05
2023-01-12,TICK41,129.05
2023-01-12,TICK42,241.73
2023-01-12,TICK43,454.68
2023-01-12,TICK44,437.63
2023-01-12,TICK45,514.7
2023-01-12,TICK46,94.02
2023-01-12,TICK47,88.32
2023-01-12,TICK48,445.11
2023-01-12,TICK49,263.45
2023-01-12,TICK50,182.3
2023-01-13,TICK01,181.88
2023-01-13,TICK02,200.92
2023-01-13,TICK03,153.41
2023-01-13,TICK04,404.1
2023-01-13,TICK05,222.91
2023-01-13,TICK06,121.45
2023-01-13,TICK07,278.04
2023-01-13,TICK08,313.22
2023-01-13,TICK09,517.39
2023-01-13,TICK10,502.12
2023-01-13,TICK11,353.11
2023-01-13,TICK13,118.36
2023-01-13,TICK14,321.39
2023-01-13,TICK15,253.2
2023-01-13,TICK16,467.15
2023-01-13,TICK17,336.06
2023-01-13,TICK18,494.34
2023-01-13,TICK19,216.89
2023-01-13,TICK20,41.68
2023-01-13,TICK21,187.77
2023-01-13,TICK22,228.22
2023-01-13,TICK23,234.56
2023-01-13,TICK24,70.44
2023-01-13,TICK25,40.36
2023-01-13,TICK26,277.21
2023-01-13,TICK27,493.79
2023-01-13,TICK28,347.79
2023-01-13,TICK30,365.21
2023-01-13,TICK31,464.22
2023-01-13,TICK32,460.97
2023-01-13,TICK33,535.33
2023-01-13,TICK34,250.86
2023-01-13,TICK35,281.16
2023-01-13,TICK36,126.81
2023-01-13,TICK37,258.77
2023-01-13,TICK38,325.79
2023-01-13,TICK39,125.51
2023-01-13,TICK40,489.41
2023-01-13,TICK41,129.79
2023-01-13,TICK42,241.72
2023-01-13,TICK43,436.54
2023-01-13,TICK44,454.91
2023-01-13,TICK45,517.02
2023-01-13,TICK46,93.31
2023-01-13,TICK47,87.69
2023-01-13,TICK48,442.5
2023-01-13,TICK49,271.17
2023-01-13,TICK50,184.16
2023-01-16,TICK01,185.39
2023-01-16,TICK02,198.36
2023-01-16,TICK03,155.27
2023-01-16,TICK04,413.65
2023-01-16,TICK05,220.24
2023-01-16,TICK06,119.56
2023-01-16,TICK07,272.13
2023-01-16,TICK08,318.1
2023-01-16,TICK09,527.06
2023-01-16,TICK10,504.75
2023-01-16,TICK11,362.81
2023-01-16,TICK13,115.98
2023-01-16,TICK14,324.61
2023-01-16,TICK15,252.76
2023-01-16,TICK16,465.68
2023-01-16,TICK17,337.4
2023-01-16,TICK18,501.43
2023-01-16,TICK19,213.59
2023-01-16,TICK20,41.21
2023-01-16,TICK21,184.07
2023-01-16,TICK22,225.73
2023-01-16,TICK23,231.51
2023-01-16,TICK24,69.36
2023-01-16,TICK25,40.96
2023-01-16,TICK26,280.23
2023-01-16,TICK27,494.94
2023-01-16,TICK28,358.41
2023-01-16,TICK29,440.0
2023-01-16,TICK30,372.53
2023-01-16,TICK31,472.94
2023-01-16,TICK32,454.96
2023-01-16,TICK33,545.41
2023-01-16,TICK34,249.89
2023-01-16,TICK35,287.93
2023-01-16,TICK36,125.36
2023-01-16,TICK37,258.47
2023-01-16,TICK38,334.63
2023-01-16,TICK39,127.15
2023-01-16,TICK40,509.28
2023-01-16,TICK41,133.95
2023-01-16,TICK42,245.79
2023-01-16,TICK43,442.92
2023-01-16,TICK44,450.56
2023-01-16,TICK45,519.3
2023-01-16,TICK46,95.41
2023-01-16,TICK47,88.46
2023-01-16,TICK48,440.19
2023-01-16,TICK49,273.54
2023-01-16,TICK50,183.94
2023-01-17,TICK01,188.47
2023-01-17,TICK02,198.61
2023-01-17,TICK03,160.5
2023-01-17,TICK04,412.08
2023-01-17,TICK05,215.53
2023-01-17,TICK06,114.25
2023-01-17,TICK07,279.71
2023-01-17,TICK08,325.37
2023-01-17,TICK09,522.37
2023-01-17,TICK10,494.85
2023-01-17,TICK11,368.44
2023-01-17,TICK13,116.66
2023-01-17,TICK14,335.15
2023-01-17,TICK15,260.15
2023-01-17,TICK16,457.09
2023-01-17,TICK17,339.21
2023-01-17,TICK18,497.7
2023-01-17,TICK19,210.32
2023-01-17,TICK20,41.35
2023-01-17,TICK21,182.6
2023-01-17,TICK22,223.4
2023-01-17,TICK23,224.96
2023-01-17,TICK24,69.83
2023-01-17,TICK25,41.42
2023-01-17,TICK26,285.11
2023-01-17,TICK27,496.51
2023-01-17,TICK28,350.22
2023-01-17,TICK29,451.36
2023-01-17,TICK30,369.35
2023-01-17,TICK31,487.3
2023-01-17,TICK32,459.62
2023-01-17,TICK33,536.14
2023-01-17,TICK34,249.48
2023-01-17,TICK35,296.39
2023-01-17,TICK36,127.46
2023-01-17,TICK37,257.45
2023-01-17,TICK38,331.22
2023-01-17,TICK39,127.74
2023-01-17,TICK40,519.02
2023-01-17,TICK41,132.45
2023-01-17,TICK42,242.1
2023-01-17,TICK43,441.96
2023-01-17,TICK44,457.48
2023-01-17,TICK45,525.04
2023-01-17,TICK46,92.16
2023-01-17,TICK47,88.07
2023-01-17,TICK48,432.97
2023-01-17,TICK49,273.77
2023-01-17,TICK50,188.29
2023-01-18,TICK01,182.78
2023-01-18,TICK02,195.25
2023-01-18,TICK03,161.81
2023-01-18,TICK04,411.09
2023-01-18,TICK05,212.04
2023-01-18,TICK06,115.22
2023-01-18,TICK07,281.54
2023-01-18,TICK08,319.51
2023-01-18,TICK09,511.25
2023-01-18,TICK10,518.15
2023-01-18,TICK11,355.71
2023-01-18,TICK13,110.46
2023-01-18,TICK14,324.84
2023-01-18,TICK15,256.79
2023-01-18,TICK16,459.42
2023-01-18,TICK17,325.94
2023-01-18,TICK18,498.57
2023-01-18,TICK19,214.56
2023-01-18,TICK20,42.26
2023-01-18,TICK21,177.34
2023-01-18,TICK22,229.89
2023-01-18,TICK23,224.71
2023-01-18,TICK24,68.87
2023-01-18,TICK25,40.92
2023-01-18,TICK26,282.14
2023-01-18,TICK27,496.84
2023-01-18,TICK28,355.88
2023-01-18,TICK29,455.56
2023-01-18,TICK30,376.06
2023-01-18,TICK31,474.95
2023-01-18,TICK32,449.11
2023-01-18,TICK33,531.39
2023-01-18,TICK34,243.41
2023-01-18,TICK35,285.74
2023-01-18,TICK36,130.71
2023-01-18,TICK37,254.03
2023-01-18,TICK38,335.1
2023-01-18,TICK39,132.24
2023-01-18,TICK40,497.55
2023-01-18,TICK41,131.9
2023-01-18,TICK42,249.07
2023-01-18,TICK43,439.69
2023-01-18,TICK44,461.07
2023-01-18,TICK45,518.15
2023-01-18,TICK46,94.59
2023-01-18,TICK47,86.88
2023-01-18,TICK48,431.18
2023-01-18,TICK49,280.5
2023-01-18,TICK50,190.73
2023-01-19,TICK01,181.27
2023-01-19,TICK02,193.81
2023-01-19,TICK03,157.99
2023-01-19,TICK04,419.46
2023-01-19,TICK05,224.61
2023-01-19,TICK06,114.82
2023-01-19,TICK07,285.5
2023-01-19,TICK08,315.93
2023-01-19,TICK09,505.13
2023-01-19,TICK10,514.84
2023-01-19,TICK11,351.49
2023-01-19,TICK13,106.62
2023-01-19,TICK14,329.26
2023-01-19,TICK15,248.79
2023-01-19,TICK16,452.14
2023-01-19,TICK17,311.68
2023-01-19,TICK18,513.08
2023-01-19,TICK19,206.54
2023-01-19,TICK20,42.29
2023-01-19,TICK21,180.84
2023-01-19,TICK22,229.72
2023-01-19,TICK23,223.21
2023-01-19,TICK24,68.35
2023-01-19,TICK25,41.02
2023-01-19,TICK26,283.36
2023-01-19,TICK27,514.7
2023-01-19,TICK28,353.44
2023-01-19,TICK29,454.62
2023-01-19,TICK30,381.72
2023-01-19,TICK31,489.15
2023-01-19,TICK32,468.69
2023-01-19,TICK33,503.4
2023-01-19,TICK34,245.27
2023-01-19,TICK35,277.66
2023-01-19,TICK36,129.36
2023-01-19,TICK37,253.54
2023-01-19,TICK38,325.16
2023-01-19,TICK39,132.21
2023-01-19,TICK40,496.47
2023-01-19,TICK41,131.66
2023-01-19,TICK42,250.6
2023-01-19,TICK43,437.46
2023-01-19,TICK44,467.83
2023-01-19,TICK45,510.91
2023-01-19,TICK46,92.49
2023-01-19,TICK47,87.73
2023-01-19,TICK48,421.48
2023-01-19,TICK49,273.95
2023-01-19,TICK50,187.48
2023-01-20,TICK01,178.64
2023-01-20,TICK02,197.77
2023-01-20,TICK03,159.44
2023-01-20,TICK04,439.16
2023-01-20,TICK05,230.27
2023-01-20,TICK06,115.63
2023-01-20,TICK07,293.95
2023-01-20,TICK08,314.99
2023-01-20,TICK09,507.26
2023-01-20,TICK10,521.64
2023-01-20,TICK11,362.62
2023-01-20,TICK13,106.27
2023-01-20,TICK14,328.49
2023-01-20,TICK15,243.63
2023-01-20,TICK16,452.93
2023-01-20,TICK17,310.4
2023-01-20,TICK18,509.92
2023-01-20,TICK19,200.31
2023-01-20,TICK20,42.0
2023-01-20,TICK21,181.42
2023-01-20,TICK22,234.08
2023-01-20,TICK23,219.52
2023-01-20,TICK24,69.03
2023-01-20,TICK25,41.48
2023-01-20,TICK26,286.69
2023-01-20,TICK27,511.06
2023-01-20,TICK28,348.78
2023-01-20,TICK29,453.9
2023-01-20,TICK30,379.55
2023-01-20,TICK31,495.89
2023-01-20,TICK32,481.18
2023-01-20,TICK33,497.24
2023-01-20,TICK34,246.71
2023-01-20,TICK35,283.84
2023-01-20,TICK36,126.46
2023-01-20,TICK37,250.94
2023-01-20,TICK38,340.48
2023-01-20,TICK39,131.57
2023-01-20,TICK40,486.4
2023-01-20,TICK41,134.69
2023-01-20,TICK42,244.91
2023-01-20,TICK43,437.71
2023-01-20,TICK44,485.86
2023-01-20,TICK45,525.63
2023-01-20,TICK46,91.92
2023-01-20,TICK47,87.19
2023-01-20,TICK48,418.79
2023-01-20,TICK49,276.89
2023-01-20,TICK50,185.94
2023-01-23,TICK01,176.18
2023-01-23,TICK02,195.55
2023-01-23,TICK03,163.31
2023-01-23,TICK04,440.98
2023-01-23,TICK05,224.11
2023-01-23,TICK06,120.19
2023-01-23,TICK07,287.51
2023-01-23,TICK08,325.29
2023-01-23,TICK09,512.95
2023-01-23,TICK10,521.67
2023-01-23,TICK11,373.23
2023-01-23,TICK13,106.48
2023-01-23,TICK14,323.41
2023-01-23,TICK15,248.55
2023-01-23,TICK16,442.57
2023-01-23,TICK17,312.02
2023-01-23,TICK18,505.82
2023-01-23,TICK19,200.3
2023-01-23,TICK20,40.83
2023-01-23,TICK21,178.47
2023-01-23,TICK22,234.92
2023-01-23,TICK23,219.24
2023-01-23,TICK24,69.97
2023-01-23,TICK25,40.55
2023-01-23,TICK26,285.74
2023-01-23,TICK27,510.91
2023-01-23,TICK28,342.48
2023-01-23,TICK29,453.69
2023-01-23,TICK30,390.2
2023-01-23,TICK31,487.18
2023-01-23,TICK32,490.8
2023-01-23,TICK33,506.65
2023-01-23,TICK34,248.98
2023-01-23,TICK35,288.86
2023-01-23,TICK36,128.26
2023-01-23,TICK37,256.36
2023-01-23,TICK38,335.87
2023-01-23,TICK39,130.55
2023-01-23,TICK40,505.09
2023-01-23,TICK41,138.35
2023-01-23,TICK42,244.04
2023-01-23,TICK43,443.56
2023-01-23,TICK44,495.7
2023-01-23,TICK45,545.39
2023-01-23,TICK46,94.58
2023-01-23,TICK47,87.34
2023-01-23,TICK48,414.6
2023-01-23,TICK49,279.36
2023-01-23,TICK50,182.78
2023-01-24,TICK01,168.69
2023-01-24,TICK02,198.87
2023-01-24,TICK03,161.36
2023-01-24,TICK04,458.38
2023-01-24,TICK05,218.25
2023-01-24,TICK06,120.16
2023-01-24,TICK07,287.39
2023-01-24,TICK08,329.05
2023-01-24,TICK09,490.82
2023-01-24,TICK10,508.95
2023-01-24,TICK11,380.35
2023-01-24,TICK13,105.73
2023-01-24,TICK14,311.04
2023-01-24,TICK15,249.89
2023-01-24,TICK16,441.09
2023-01-24,TICK17,305.1
2023-01-24,TICK18,494.3
2023-01-24,TICK19,201.53
2023-01-24,TICK20,40.75
2023-01-24,TICK21,177.13
2023-01-24,TICK22,241.64
2023-01-24,TICK23,216.62
2023-01-24,TICK24,69.17
2023-01-24,TICK25,41.59
2023-01-24,TICK26,283.41
2023-01-24,TICK27,526.02
2023-01-24,TICK28,338.1
2023-01-24,TICK29,446.3
2023-01-24,TICK30,387.55
2023-01-24,TICK31,484.12
2023-01-24,TICK32,477.3
2023-01-24,TICK33,507.27
2023-01-24,TICK34,250.45
2023-01-24,TICK35,291.85
2023-01-24,TICK36,124.58
2023-01-24,TICK37,256.29
2023-01-24,TICK38,339.26
2023-01-24,TICK39,126.52
2023-01-24,TICK40,482.82
2023-01-24,TICK41,139.71
2023-01-24,TICK42,237.35
2023-01-24,TICK43,443.23
2023-01-24,TICK44,504.13
2023-01-24,TICK45,535.42
2023-01-24,TICK46,98.82
2023-01-24,TICK47,89.15
2023-01-24,TICK48,416.64
2023-01-24,TICK49,274.22
2023-01-24,TICK50,179.68
2023-01-25,TICK01,166.62
2023-01-25,TICK02,194.44
2023-01-25,TICK03,160.98
2023-01-25,TICK04,456.3
2023-01-25,TICK05,220.42
2023-01-25,TICK06,118.96
2023-01-25,TICK07,284.42
2023-01-25,TICK08,320.44
2023-01-25,TICK09,490.89
2023-01-25,TICK10,489.78
2023-01-25,TICK11,379.12
2023-01-25,TICK13,102.42
2023-01-25,TICK14,314.93
2023-01-25,TICK15,249.32
2023-01-25,TICK16,459.09
2023-01-25,TICK17,298.54
2023-01-25,TICK18,509.95
2023-01-25,TICK19,203.55
2023-01-25,TICK20,41.31
2023-01-25,TICK21,183.13
2023-01-25,TICK22,246.65
2023-01-25,TICK23,208.73
2023-01-25,TICK24,67.66
2023-01-25,TICK25,42.79
2023-01-25,TICK26,287.54
2023-01-25,TICK27,527.72
2023-01-25,TICK28,341.57
2023-01-25,TICK29,457.05
2023-01-25,TICK30,399.36
2023-01-25,TICK31,487.01
2023-01-25,TICK32,479.4
2023-01-25,TICK33,498.05
2023-01-25,TICK34,254.18
2023-01-25,TICK35,292.0
2023-01-25,TICK36,121.36
2023-01-25,TICK37,252.82
2023-01-25,TICK38,351.17
2023-01-25,TICK39,128.23
2023-01-25,TICK40,487.01
2023-01-25,TICK41,143.2
2023-01-25,TICK42,237.83
2023-01-25,TICK43,431.3
2023-01-25,TICK44,502.3
2023-01-25,TICK45,528.41
2023-01-25,TICK46,99.21
2023-01-25,TICK47,90.81
2023-01-25,TICK48,429.38
2023-01-25,TICK49,276.83
2023-01-25,TICK50,173.28
2023-01-26,TICK01,168.66
2023-01-26,TICK02,196.56
2023-01-26,TICK03,161.08
2023-01-26,TICK04,465.12
2023-01-26,TICK05,222.9
2023-01-26,TICK06,116.27
2023-01-26,TICK07,275.59
2023-01-26,TICK08,319.94
2023-01-26,TICK09,492.59
2023-01-26,TICK10,497.26
2023-01-26,TICK11,379.87
2023-01-26,TICK13,100.77
2023-01-26,TICK14,320.54
2023-01-26,TICK15,246.86
2023-01-26,TICK16,455.32
2023-01-26,TICK17,301.99
2023-01-26,TICK18,505.2
2023-01-26,TICK19,202.38
2023-01-26,TICK20,40.63
2023-01-26,TICK21,182.91
2023-01-26,TICK22,243.8
2023-01-26,TICK23,206.95
2023-01-26,TICK24,67.8
2023-01-26,TICK25,42.19
2023-01-26,TICK26,286.6
2023-01-26,TICK27,539.88
2023-01-26,TICK28,340.12
2023-01-26,TICK29,465.99
2023-01-26,TICK30,402.95
2023-01-26,TICK31,471.04
2023-01-26,TICK32,491.14
2023-01-26,TICK33,512.44
2023-01-26,TICK34,253.34
2023-01-26,TICK35,291.49
2023-01-26,TICK36,118.82
2023-01-26,TICK37,252.77
2023-01-26,TICK38,348.98
2023-01-26,TICK39,128.0
2023-01-26,TICK40,488.35
2023-01-26,TICK41,143.75
2023-01-26,TICK42,236.1
